species	chr_length	gc_ref	Umwelt2_1_S20_R1	Umwelt2_2_S21_R1	Umwelt2_3_S93_R1	Umwelt2_4_S94_R1	Umwelt2_5_S95_R1
1_CP022098_1_Cystobacter_fuscus_strain_DSM_52655_chromosome__complete_genome_BAC	12349744.0	68.49	0.0	0.0	0.0	0.0	140.45
1_CP007601_1_Staphylococcus_capitis_subsp__capitis_strain_AYP1020__complete_genome_BAC	2443604.0	33.0	442.85	0.0	0.0	0.0	0.0
1_CP002638_1_Verrucosispora_maris_AB_18_032__complete_genome_BAC	6673976.0	70.85	157.77	0.0	0.0	0.0	0.0
1_CP017940_1_Phyllobacterium_sp__Tri_48_chromosome__complete_genome_BAC	3950702.0	57.26	0.0	0.0	0.0	0.0	415.94
1_CP014475_1_Mycobacterium_phlei_strain_CCUG_21000__complete_genome_BAC	5349645.0	69.44	196.83	0.0	0.0	0.0	0.0
1_CP025394_1_Kitasatospora_sp__MMS16_BH015_chromosome__complete_genome_BAC	9006053.0	72.47	116.91	0.0	0.0	0.0	0.0
1_CP006850_1_Nocardia_nova_SH22a__complete_genome_BAC	8348532.0	67.77	122.62	0.0	0.0	0.0	0.0
1_CP011971_1_Steroidobacter_denitrificans_strain_DSM_18526__complete_genome_BAC	3467246.0	61.66	0.0	0.0	0.0	0.0	460.77
1_AP009384_1_Azorhizobium_caulinodans_ORS_571_DNA__complete_genome_BAC	5369772.0	67.32	0.0	0.0	0.0	0.0	297.52
1_AP014648_1_Methyloceanibacter_caenitepidi_DNA__complete_genome__strain__Gela4_BAC	3424964.0	62.84	0.0	0.0	0.0	0.0	466.48
1_AP011115_1_Rhodococcus_opacus_B4_DNA__complete_genome_BAC	7913450.0	67.89	125.67	0.0	0.0	0.0	0.0
1_CP016210_1_Azoarcus_olearius_strain_DQS4__complete_genome_BAC	4451751.0	67.83	0.0	0.0	0.0	0.0	348.65
1_CP002801_1_Frankia_symbiont_of_Datisca_glomerata__complete_genome_BAC	5323186.0	70.04	181.32	0.0	0.0	0.0	0.0
1_CP011112_1_Luteipulveratus_mongoliensis_strain_MN07_A0370_genome_BAC	5420910.0	68.24	167.26	0.0	0.0	0.0	0.0
1_CP000964_1_Klebsiella_variicola_strain_342__complete_genome_BAC	5641239.0	57.29	0.0	201.95	0.0	0.0	0.0
1_CP006003_1_Myxococcus_fulvus_124B02__complete_genome_BAC	11048835.0	69.96	0.0	0.0	0.0	0.0	128.07
1_CP019066_1_Tsukamurella_tyrosinosolvens_strain_MH1_chromosome__complete_genome_BAC	4922396.0	71.12	184.19	0.0	0.0	0.0	0.0
1_CP003389_1_Corallococcus_coralloides_DSM_2259__complete_genome_BAC	10080619.0	69.9	0.0	0.0	0.0	0.0	140.37
1_CP023445_1_Actinosynnema_pretiosum_strain_X47_chromosome__complete_genome_BAC	8131572.0	73.91	107.91	0.0	0.0	0.0	0.0
1_CP012332_1_Vulgatibacter_incomptus_strain_DSM_27710__complete_genome_BAC	4350553.0	68.94	0.0	0.0	0.0	0.0	314.76
1_CP007574_1_Streptomyces_albulus_strain_NK660__complete_genome_BAC	9360281.0	72.32	90.62	0.0	0.0	0.0	0.0
1_CP015249_1_Dokdonella_koreensis_DS_123__complete_genome_BAC	4446619.0	70.35	0.0	0.0	0.0	0.0	297.71
1_AP014940_1_Lysobacter_enzymogenes_DNA__complete_genome__strain__M497_1_BAC	6096022.0	69.36	0.0	0.0	0.0	0.0	217.15
1_CP003358_1_Mesorhizobium_australicum_WSM2073__complete_genome_BAC	6200534.0	62.84	0.0	0.0	0.0	0.0	213.49
1_CP017839_1_Nocardia_seriolae_strain_EM150506__complete_genome_BAC	8304518.0	68.08	102.14	0.0	0.0	0.0	0.0
1_CP021748_1_Streptomyces_alboflavus_strain_MDJK44__complete_genome_BAC	9622415.0	72.09	88.15	0.0	0.0	0.0	0.0
1_CP000656_1_Mycobacterium_gilvum_PYR_GCK__complete_genome_BAC	5619607.0	67.92	150.94	0.0	0.0	0.0	0.0
1_CP002329_1_Mycobacterium_sinense_strain_JDM601__complete_genome_BAC	4643668.0	68.37	182.65	0.0	0.0	0.0	0.0
1_CP002353_1_Isosphaera_pallida_ATCC_43644__complete_genome_BAC	5472964.0	62.44	0.0	0.0	0.0	0.0	233.53
1_CP012299_1_Microbacterium_sp__CGR1__complete_genome_BAC	3634864.0	68.04	0.0	0.0	0.0	0.0	351.63
1_CP015615_1_Acinetobacter_schindleri_strain_ACE__complete_genome_BAC	3001209.0	42.86	263.13	0.0	0.0	0.0	0.0
1_CP016438_1_Streptomyces_lincolnensis_strain_NRRL_2936__complete_genome_BAC	10319054.0	71.01	76.53	0.0	0.0	0.0	0.0
1_CP001111_1_Stenotrophomonas_maltophilia_R551_3__complete_genome_BAC	4573969.0	66.3	0.0	0.0	658.7	0.0	0.0
1_AP008957_1_Rhodococcus_erythropolis_PR4_DNA__complete_genome_BAC	6516310.0	62.31	121.19	0.0	0.0	0.0	0.0
1_CP016907_1_Flavobacterium_anhuiense_strain_GSE09__complete_genome_BAC	5109718.0	34.32	0.0	0.0	589.65	0.0	0.0
1_CP023344_1_Nibricoccus_aquaticus_strain_HZ_65_chromosome__complete_genome_BAC	4730447.0	62.25	0.0	0.0	613.35	0.0	0.0
1_CP011533_1_Streptomyces_noursei_ATCC_11455__complete_genome_BAC	9815884.0	71.45	77.47	0.0	0.0	0.0	0.0
1_CP000750_2_Kineococcus_radiotolerans_SRS30216__complete_genome_BAC	4761183.0	74.44	159.72	0.0	0.0	0.0	0.0
1_CP009248_1_Corynebacterium_sphenisci_DSM_44792__complete_genome_BAC	2594799.0	74.73	293.06	0.0	0.0	0.0	0.0
1_CP001001_1_Methylobacterium_radiotolerans_JCM_2831__complete_genome_BAC	6077833.0	71.5	0.0	0.0	0.0	0.0	195.27
1_CP000850_1_Salinispora_arenicola_CNS_205__complete_genome_BAC	5786361.0	69.52	131.42	0.0	0.0	0.0	0.0
1_CP017781_1_Rhodobacter_sp__LPB0142__complete_genome_BAC	3462926.0	67.35	0.0	265.31	0.0	0.0	0.0
1_FN568063_1_Streptococcus_mitis_B6_complete_genome__strain_B6_BAC	2146611.0	39.98	0.0	428.01	0.0	0.0	0.0
1_CP000023_1_Streptococcus_thermophilus_LMG_18311__complete_genome_BAC	1796846.0	39.09	406.97	0.0	0.0	0.0	0.0
1_AP010968_1_Kitasatospora_setae_KM_6054_DNA__complete_genome_BAC	8783278.0	74.2	83.25	0.0	0.0	0.0	0.0
1_CP008889_1_Dermacoccus_nishinomiyaensis_strain_M25__complete_genome_BAC	3029021.0	69.13	241.41	0.0	0.0	0.0	0.0
1_CP002047_1_Streptomyces_bingchenggensis_BCW_1__complete_genome_BAC	11936683.0	70.75	61.26	0.0	0.0	0.0	0.0
1_CP000249_1_Frankia_casuarinae_strain_CcI3_chromosome__complete_genome_BAC	5433628.0	70.08	134.57	0.0	0.0	0.0	0.0
1_CP003053_1_Mycobacterium_chubuense_NBB4__complete_genome_BAC	5583723.0	68.69	130.95	0.0	0.0	0.0	0.0
1_CP000521_1_Acinetobacter_baumannii_ATCC_17978__complete_genome_BAC	3976747.0	38.94	176.52	0.0	0.0	0.0	0.0
1_CP000453_1_Alkalilimnicola_ehrlichii_MLHE_1__complete_genome_BAC	3275944.0	67.53	214.29	0.0	0.0	0.0	0.0
1_CP016591_1_Altererythrobacter_dongtanensis_strain_KCTC_22672__complete_genome_BAC	3009495.0	65.75	0.0	0.0	0.0	0.0	364.02
1_CP001823_1_Sphaerobacter_thermophilus_DSM_20745_chromosome_1__complete_sequence_BAC	2741033.0	68.1	0.0	0.0	0.0	0.0	399.67
1_CP002810_1_Isoptericola_variabilis_225__complete_genome_BAC	3307740.0	73.89	212.22	0.0	0.0	0.0	0.0
1_AP006716_1_Staphylococcus_haemolyticus_JCSC1435_DNA__complete_genome_BAC	2685015.0	32.79	261.44	0.0	0.0	0.0	0.0
1_CP003056_1_Bacillus_coagulans_36D1__complete_genome_BAC	3552226.0	46.49	0.0	248.29	0.0	0.0	0.0
1_CP015810_1_Microbacterium_chocolatum_strain_SIT_101_chromosome__complete_genome_BAC	3117902.0	69.97	0.0	0.0	0.0	0.0	351.39
1_CP000511_1_Mycobacterium_vanbaalenii_PYR_1__complete_genome_BAC	6491865.0	67.79	108.13	0.0	0.0	0.0	0.0
1_CP016460_1_Blastomonas_sp__RAC04_chromosome__complete_genome_BAC	3982627.0	64.34	0.0	0.0	0.0	0.0	275.07
1_CP024985_1_Streptomyces_lavendulae_subsp__lavendulae_strain_CCM_3239_chromosome__complete_genome_BAC	8691711.0	72.63	0.0	0.0	0.0	0.0	120.79
1_CP000360_1_Candidatus_Koribacter_versatilis_Ellin345__complete_genome_BAC	5650368.0	58.38	0.0	0.0	0.0	0.0	185.81
1_CP004025_1_Myxococcus_stipitatus_DSM_14675__complete_genome_BAC	10350586.0	69.19	0.0	0.0	0.0	0.0	101.43
1_CP022048_2_Brevundimonas_vesicularis_strain_FDAARGOS_289_chromosome__complete_genome_BAC	3345527.0	66.07	201.08	0.0	0.0	0.0	0.0
1_CP011131_1_Lysobacter_gummosus_strain_3_2_11__complete_genome_BAC	6056618.0	66.53	0.0	0.0	0.0	0.0	173.35
1_AP009153_1_Gemmatimonas_aurantiaca_T_27_DNA__complete_genome_BAC	4636964.0	64.27	0.0	0.0	0.0	0.0	226.42
1_CP000542_1_Verminephrobacter_eiseniae_EF01_2__complete_genome_BAC	5566749.0	65.28	0.0	0.0	0.0	0.0	188.6
1_CP011491_1_Mycobacterium_vaccae_95051__complete_genome_BAC	6235754.0	68.59	107.88	0.0	0.0	0.0	0.0
1_CP023202_1_Streptomyces_xinghaiensis_S187_chromosome__complete_genome_BAC	7137891.0	73.14	94.25	0.0	0.0	0.0	0.0
1_CP014517_1_Variovorax_sp__PAMC_28711__complete_genome_BAC	4316152.0	65.97	0.0	0.0	0.0	0.0	243.26
1_CP007793_1_Azospirillum_brasilense_strain_Az39__complete_genome_BAC	3064393.0	68.44	0.0	0.0	0.0	0.0	327.72
1_CP010407_1_Streptomyces_vietnamensis_strain_GIM4_0001__complete_genome_BAC	8867142.0	72.09	72.57	0.0	0.0	0.0	0.0
1_CP001802_1_Gordonia_bronchialis_DSM_43247__complete_genome_BAC	5208602.0	67.07	123.54	0.0	0.0	0.0	0.0
1_CP003880_1_Pseudomonas_sp__UW4__complete_genome_BAC	6183388.0	60.05	0.0	130.76	0.0	0.0	0.0
1_CP023564_1_Brachybacterium_ginsengisoli_strain_DCY80_chromosome__complete_genome_BAC	3953253.0	71.57	162.77	0.0	0.0	0.0	0.0
1_CP000384_1_Mycobacterium_sp__MCS__complete_genome_BAC	5705448.0	68.45	112.78	0.0	0.0	0.0	0.0
1_CP012070_1_Arsenicicoccus_sp__oral_taxon_190__complete_genome_BAC	3525271.0	72.73	0.0	0.0	0.0	0.0	284.86
1_CP009122_1_Sphingopyxis_fribergensis_strain_Kp5_2__complete_genome_BAC	4993584.0	63.85	0.0	0.0	0.0	0.0	201.12
1_CP023737_1_Methylosinus_trichosporium_OB3b_chromosome__complete_genome_BAC	4508832.0	66.03	0.0	0.0	0.0	0.0	222.74
1_CP020448_2_Citrobacter_braakii_strain_FDAARGOS_253_chromosome__complete_genome_BAC	5244290.0	52.03	0.0	154.17	0.0	0.0	0.0
1_CP012661_1_Defluviimonas_alba_strain_cai42_chromosome__complete_genome_BAC	4738298.0	66.71	135.8	0.0	0.0	0.0	0.0
1_CP001715_1_Candidatus_Accumulibacter_phosphatis_clade_IIA_str__UW_1__complete_genome_BAC	5058518.0	64.11	0.0	0.0	0.0	0.0	198.52
1_CP002994_1_Streptomyces_violaceusniger_Tu_4113_chromosome__complete_genome_BAC	10657107.0	70.97	60.38	0.0	0.0	0.0	0.0
1_CP000774_1_Parvibaculum_lavamentivorans_DS_1__complete_genome_BAC	3914745.0	62.33	156.89	0.0	0.0	0.0	0.0
1_CP017641_1_Fuerstia_marisgermanicae_strain_NH11_chromosome__complete_genome_BAC	8920478.0	55.9	0.0	0.0	0.0	0.0	107.46
1_AP012052_1_Microbacterium_testaceum_StLB037_DNA__complete_genome_BAC	3982034.0	70.28	0.0	0.0	0.0	0.0	240.74
1_FN563149_1_Rhodococcus_equi_103S_chromosome_BAC	5043170.0	68.82	121.79	0.0	0.0	0.0	0.0
1_CP025408_1_Paracoccus_sp__BM15_chromosome__complete_genome_BAC	3759886.0	62.24	0.0	205.26	0.0	0.0	0.0
1_AP006840_1_Symbiobacterium_thermophilum_IAM_14863_DNA__complete_genome_BAC	3566135.0	68.67	0.0	0.0	0.0	0.0	268.82
1_CP002083_1_Hyphomicrobium_denitrificans_ATCC_51888__complete_genome_BAC	3638969.0	60.81	0.0	0.0	0.0	0.0	263.42
1_CP020370_1_Candidatus_Thiodictyon_syntrophicum_strain_Cad16T_chromosome__complete_genome_BAC	6837296.0	66.28	0.0	0.0	0.0	0.0	140.21
1_CP001849_1_Gardnerella_vaginalis_409_05__complete_genome_BAC	1617545.0	42.02	0.0	0.0	0.0	2367.53	0.0
1_CP017316_1_Streptomyces_rubrolavendulae_strain_MJM4426__complete_genome_BAC	6543262.0	74.78	93.87	0.0	0.0	0.0	0.0
1_CP016594_1_Gordonia_terrae_strain_3612_chromosome__complete_genome_BAC	5701501.0	67.81	107.73	0.0	0.0	0.0	0.0
1_CP012382_1_Streptomyces_ambofaciens_ATCC_23877__complete_genome_BAC	8303940.0	72.22	73.97	0.0	0.0	0.0	0.0
1_CP020567_1_Kitasatospora_aureofaciens_strain_DM_1_chromosome__complete_genome_BAC	6824334.0	72.62	90.01	0.0	0.0	0.0	0.0
1_LN881739_1_Streptomyces_venezuelae_genome_assembly_Streptomyces_venezuelae_ATCC_15439__chromosome___I_BAC	9034396.0	71.75	67.99	0.0	0.0	0.0	0.0
1_CP001630_1_Actinosynnema_mirum_DSM_43827__complete_genome_BAC	8248144.0	73.71	70.92	0.0	0.0	0.0	0.0
1_CP015880_1_Ensifer_adhaerens_strain_Casida_A_chromosome__complete_genome_BAC	4071185.0	62.83	0.0	0.0	0.0	0.0	224.24
1_CP007514_1_Rubrobacter_radiotolerans_strain_RSPS_4__complete_genome_BAC	2875491.0	66.91	0.0	0.0	0.0	0.0	317.51
1_CP000248_1_Novosphingobium_aromaticivorans_DSM_12444__complete_genome_BAC	3561584.0	65.15	0.0	0.0	0.0	0.0	256.34
1_CP020809_1_Mycobacterium_dioxanotrophicus_strain_PH_06_chromosome__complete_genome_BAC	7595921.0	66.53	77.01	0.0	0.0	0.0	0.0
1_CP015736_1_Shinella_sp__HZN7__complete_genome_BAC	4678597.0	65.24	0.0	0.0	0.0	0.0	195.14
1_CP009922_3_Streptomyces_xiamenensis_strain_318__complete_genome_BAC	5961402.0	72.02	98.13	0.0	0.0	0.0	0.0
1_HE956757_1_Methylocystis_sp__SC2_complete_genome_BAC	3773444.0	63.35	0.0	0.0	0.0	0.0	241.96
1_CP018082_1_Nocardia_soli_strain_Y48_chromosome__complete_genome_BAC	7310115.0	68.09	80.02	0.0	0.0	0.0	0.0
1_CP010519_1_Streptomyces_albus_strain_DSM_41398__complete_genome_BAC	8384669.0	72.64	69.77	0.0	0.0	0.0	0.0
1_CP000667_1_Salinispora_tropica_CNB_440__complete_genome_BAC	5183331.0	69.46	112.85	0.0	0.0	0.0	0.0
1_CP008913_1_Corynebacterium_sp__ATCC_6931__complete_genome_BAC	2471920.0	58.63	236.66	0.0	0.0	0.0	0.0
1_CP012700_1_Sphingopyxis_macrogoltabida_strain_EY_1__complete_genome_BAC	4757879.0	64.89	0.0	0.0	0.0	0.0	191.88
1_CP020715_1_Cnuibacter_physcomitrellae_strain_XA_T__chromosome__complete_genome_BAC	4061502.0	71.08	0.0	0.0	0.0	0.0	224.77
